"App name","Usage time","Access count"
"Wireless emergency alerts","0:11:01","1"
"App Usage","0:07:49","10"
"Google Play Store","0:02:35","1"
"Settings Suggestions","0:00:29","2"
"Permission controller","0:00:13","2"
"Software update","0:00:05","1"
""
"Date","Usage time"
"06/04/2023","0:00:05"
"30/03/2023","0:11:01"
"27/03/2023","0:11:07"
""
"Usage history, 6 April 2023 - 26 March 2023"
"Created by App Usage on Thursday, 6 April 2023, 11:48 am"
