App name,Date,Time,Duration_Seconds
Screen off (locked),4/12/23,0.28,465
Clock,4/12/23,0.28,15
Screen on (locked),4/12/23,0.28,0
Screen off (locked),4/12/23,0.28,402
Clock,4/12/23,0.28,20
Screen on (locked),4/12/23,0.28,0
Screen off (locked),4/12/23,0.27,577
Clock,4/12/23,0.27,22
Screen on (locked),4/12/23,0.27,0
Screen off (locked),4/12/23,0.25,1783
Clock,4/12/23,0.25,16
Screen on (locked),4/12/23,0.25,0
Screen off (locked),4/12/23,0.17,7144
Call,4/12/23,0.17,26
Screen on (locked),4/12/23,0.17,0
Screen off (locked),4/12/23,0.06,9537
YouTube,4/12/23,0.06,1
Chrome,4/12/23,0.05,201
Google,4/12/23,0.05,11
Chrome,4/12/23,0.05,149
Google,4/12/23,0.05,11
Chrome,4/12/23,0.05,432
Google,4/12/23,0.05,8
Chrome,4/12/23,0.05,56
Google,4/12/23,0.05,3
Chrome,4/12/23,0.05,4
Amazon Shopping,4/12/23,0.04,308
Chrome,4/12/23,0.04,88
Google,4/12/23,0.04,25
Chrome,4/12/23,0.04,19
Google,4/12/23,0.04,36
Amazon Shopping,4/12/23,0.04,359
Screen on (unlocked),4/12/23,0.04,0
Screen off,4/12/23,0.04,0
Screen off (locked),4/12/23,0.03,162
Amazon Shopping,4/12/23,0.03,107
Screen on (unlocked),4/12/23,0.03,0
Screen off,4/12/23,0.03,0
Screen off (locked),4/12/23,0.03,5
Amazon Shopping,4/12/23,0.03,67
Google,4/12/23,0.03,9
Amazon Shopping,4/12/23,0.03,8
Screen on (unlocked),4/12/23,0.03,0
Screen off,4/12/23,0.03,0
Screen off (locked),4/12/23,0.03,94
Screen on (unlocked),4/12/23,0.03,0
Screen off,4/12/23,0.03,0
Screen off (locked),4/12/23,0.03,8
Google,4/12/23,0.03,13
Screen on (locked),4/12/23,0.03,4
Screen off (locked),4/12/23,0.02,466
Screen on (unlocked),4/12/23,0.02,1
Screen on (locked),4/12/23,0.02,2
Screen off (locked),4/12/23,0.02,30
Messages,4/12/23,0.02,4
Gmail,4/12/23,0.02,6
Chrome,4/12/23,0.02,120
Google,4/12/23,0.02,22
Screen on (unlocked),4/12/23,0.02,0
Screen off,4/12/23,0.02,0
Screen off (locked),4/12/23,0.02,15
Opera,4/12/23,0.02,472
Google,4/12/23,0.01,85
Screen on (unlocked),4/12/23,0.01,2
Screen off,4/12/23,0.01,1
Screen off (locked),4/12/23,0,1190
Spotify,4/12/23,0,3
Clock,4/12/23,0,6
Screen on (locked),4/12/23,0,0
Screen off (locked),4/11/23,1,106
Screen on (locked),4/11/23,1,5
Screen off (locked),4/11/23,1,3
Spotify,4/11/23,1,50
Screen on (unlocked),4/11/23,1,0
Screen off,4/11/23,1,0
Screen off (locked),4/11/23,0.99,732
Screen on (unlocked),4/11/23,0.99,0
Screen off,4/11/23,0.99,0
Screen off (locked),4/11/23,0.99,18
Phone,4/11/23,0.99,14
Screen on (unlocked),4/11/23,0.99,0
Screen off,4/11/23,0.99,0
Screen off (locked),4/11/23,0.96,2862
YouTube,4/11/23,0.96,7
Call,4/11/23,0.96,26
Screen on (locked),4/11/23,0.96,0
Screen off (locked),4/11/23,0.93,1771
Messages,4/11/23,0.93,6
Screen on (locked),4/11/23,0.93,0
Screen off (locked),4/11/23,0.93,19
Messages,4/11/23,0.93,16
YouTube,4/11/23,0.93,12
Screen on (unlocked),4/11/23,0.93,0
Screen off,4/11/23,0.93,0
Screen off (locked),4/11/23,0.93,191
Screen on (locked),4/11/23,0.93,17
Screen off (locked),4/11/23,0.93,202
YouTube,4/11/23,0.91,1591
Screen on (unlocked),4/11/23,0.91,0
Screen off,4/11/23,0.91,0
Screen off (locked),4/11/23,0.91,40
Screen on (unlocked),4/11/23,0.91,0
Screen off,4/11/23,0.91,1
Screen off (locked),4/11/23,0.89,1606
Messages,4/11/23,0.89,44
Screen on (unlocked),4/11/23,0.89,0
Screen off,4/11/23,0.89,0
Screen off (locked),4/11/23,0.89,153
Messages,4/11/23,0.89,90
Screen on (unlocked),4/11/23,0.89,1
Screen on (locked),4/11/23,0.89,1
Screen off (locked),4/11/23,0.88,369
Messages,4/11/23,0.88,27
Screen on (unlocked),4/11/23,0.88,0
Camera,4/11/23,0.88,2
Gallery,4/11/23,0.88,2
Camera,4/11/23,0.88,11
Screen on (locked),4/11/23,0.88,1
Screen off (locked),4/11/23,0.88,711
Clock,4/11/23,0.88,16
Screen on (locked),4/11/23,0.88,0
Screen off (locked),4/11/23,0.85,1920
Gallery,4/11/23,0.85,9
Camera,4/11/23,0.85,15
Phone,4/11/23,0.85,4
Screen on (unlocked),4/11/23,0.85,0
Screen on (locked),4/11/23,0.85,4
Screen off (locked),4/11/23,0.8,4793
Android Auto,4/11/23,0.8,140
Maps,4/11/23,0.79,249
Android Auto,4/11/23,0.79,4
Maps,4/11/23,0.79,322
Android Auto,4/11/23,0.79,6
Maps,4/11/23,0.79,249
Android Auto,4/11/23,0.79,4
Maps,4/11/23,0.78,401
Android Auto,4/11/23,0.78,27
Maps,4/11/23,0.78,123
Android Auto,4/11/23,0.78,23
Maps,4/11/23,0.78,5
Screen on (locked),4/11/23,0.78,5
Screen off (locked),4/11/23,0.78,13
Phone,4/11/23,0.78,7
Call,4/11/23,0.78,4
Screen on (locked),4/11/23,0.78,0
Screen off (locked),4/11/23,0.78,111
Call,4/11/23,0.78,27
Phone,4/11/23,0.78,1
Messages,4/11/23,0.78,1
Sam's Club,4/11/23,0.77,260
Discover,4/11/23,0.77,13
Authentication Framework,4/11/23,0.77,1
Discover,4/11/23,0.77,1
Sam's Club,4/11/23,0.77,161
Screen on (unlocked),4/11/23,0.77,1
Screen on (locked),4/11/23,0.77,1
Screen off (locked),4/11/23,0.77,12
Screen on (locked),4/11/23,0.77,8
Screen off (locked),4/11/23,0.77,36
Screen on (locked),4/11/23,0.77,6
Screen off (locked),4/11/23,0.77,268
Screen on (locked),4/11/23,0.77,4
Screen off (locked),4/11/23,0.77,72
Sam's Club,4/11/23,0.77,89
Screen on (unlocked),4/11/23,0.77,0
Screen off,4/11/23,0.77,0
Screen off (locked),4/11/23,0.77,34
Screen on (locked),4/11/23,0.77,7
Screen off (locked),4/11/23,0.76,60
Sam's Club,4/11/23,0.76,10
Call,4/11/23,0.76,2
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,28
Call,4/11/23,0.76,30
Phone,4/11/23,0.76,1
Messages,4/11/23,0.76,2
Sam's Club,4/11/23,0.76,1
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,0
Screen off (locked),4/11/23,0.76,2
Sam's Club,4/11/23,0.76,11
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,0
Screen off (locked),4/11/23,0.76,232
Sam's Club,4/11/23,0.76,6
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,0
Screen off (locked),4/11/23,0.76,118
Sam's Club,4/11/23,0.76,9
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,0
Screen off (locked),4/11/23,0.76,126
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,0
Screen off (locked),4/11/23,0.76,34
Messages,4/11/23,0.76,35
Sam's Club,4/11/23,0.76,1
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,0
Screen off (locked),4/11/23,0.76,27
Screen on (locked),4/11/23,0.76,3
Screen off (locked),4/11/23,0.76,32
Sam's Club,4/11/23,0.76,9
Call,4/11/23,0.76,1
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,12
Call,4/11/23,0.76,30
Phone,4/11/23,0.76,1
Messages,4/11/23,0.76,1
Sam's Club,4/11/23,0.76,1
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,0
Screen off (locked),4/11/23,0.76,30
Sam's Club,4/11/23,0.76,10
Screen on (unlocked),4/11/23,0.76,0
Screen off,4/11/23,0.76,0
Screen off (locked),4/11/23,0.75,76
Sam's Club,4/11/23,0.75,31
Screen on (unlocked),4/11/23,0.75,0
Screen off,4/11/23,0.75,0
Screen off (locked),4/11/23,0.75,27
Sam's Club,4/11/23,0.75,6
Screen on (unlocked),4/11/23,0.75,0
Screen off,4/11/23,0.75,0
Screen off (locked),4/11/23,0.75,38
Screen on (locked),4/11/23,0.75,3
Screen off (locked),4/11/23,0.75,51
Sam's Club,4/11/23,0.75,7
Phone,4/11/23,0.75,2
Screen on (unlocked),4/11/23,0.75,0
Screen off,4/11/23,0.75,0
Screen off (locked),4/11/23,0.75,2
Call,4/11/23,0.75,10
Screen on (locked),4/11/23,0.75,0
Screen off (locked),4/11/23,0.75,112
Call,4/11/23,0.75,8
Phone,4/11/23,0.75,1
Messages,4/11/23,0.75,1
Sam's Club,4/11/23,0.75,1
Screen on (unlocked),4/11/23,0.75,0
Screen off,4/11/23,0.75,0
Screen off (locked),4/11/23,0.75,40
Screen on (locked),4/11/23,0.75,3
Screen off (locked),4/11/23,0.75,84
Sam's Club,4/11/23,0.75,18
Screen on (unlocked),4/11/23,0.75,0
Screen off,4/11/23,0.75,0
Screen off (locked),4/11/23,0.75,22
Screen on (locked),4/11/23,0.75,10
Screen off (locked),4/11/23,0.75,85
Sam's Club,4/11/23,0.75,9
Phone,4/11/23,0.75,2
Screen on (unlocked),4/11/23,0.75,0
Screen on (locked),4/11/23,0.75,1
Screen off (locked),4/11/23,0.75,19
Phone,4/11/23,0.75,16
Call,4/11/23,0.75,4
Screen on (unlocked),4/11/23,0.75,0
Screen off,4/11/23,0.75,17
Call,4/11/23,0.75,31
Phone,4/11/23,0.75,1
Messages,4/11/23,0.75,2
Sam's Club,4/11/23,0.75,1
Screen on (unlocked),4/11/23,0.75,0
Screen off,4/11/23,0.75,0
Screen off (locked),4/11/23,0.75,29
Screen on (locked),4/11/23,0.75,4
Screen off (locked),4/11/23,0.74,95
Sam's Club,4/11/23,0.74,13
Screen on (unlocked),4/11/23,0.74,0
Screen off,4/11/23,0.74,0
Screen off (locked),4/11/23,0.74,163
soundcore,4/11/23,0.74,7
Screen on (unlocked),4/11/23,0.74,0
Maps,4/11/23,0.74,14
Screen on (locked),4/11/23,0.74,0
Screen off (locked),4/11/23,0.74,30
Screen on (locked),4/11/23,0.74,12
Maps,4/11/23,0.74,73
Google,4/11/23,0.74,44
Messages,4/11/23,0.74,12
Screen on (unlocked),4/11/23,0.74,0
Maps,4/11/23,0.74,57
Android Auto,4/11/23,0.73,496
Maps,4/11/23,0.73,12
Screen on (locked),4/11/23,0.73,2
Screen off (locked),4/11/23,0.73,203
Messages,4/11/23,0.73,268
YouTube,4/11/23,0.72,895
Gmail,4/11/23,0.72,3
Snapchat,4/11/23,0.71,329
Messages,4/11/23,0.71,149
Screen on (unlocked),4/11/23,0.71,0
Screen off,4/11/23,0.71,0
Screen off (locked),4/11/23,0.71,273
Clock,4/11/23,0.71,10
Screen on (locked),4/11/23,0.71,0
Screen off (locked),4/11/23,0.71,120
Messages,4/11/23,0.7,184
Gmail,4/11/23,0.7,4
Samsung Internet,4/11/23,0.7,10
Chrome,4/11/23,0.7,6
Messages,4/11/23,0.7,27
Snapchat,4/11/23,0.7,377
Messages,4/11/23,0.7,160
Snapchat,4/11/23,0.7,110
Gmail,4/11/23,0.7,10
Messages,4/11/23,0.7,30
Discover,4/11/23,0.7,25
Messages,4/11/23,0.7,29
Discover,4/11/23,0.69,83
Authentication Framework,4/11/23,0.69,3
Discover,4/11/23,0.69,1
Wells Fargo,4/11/23,0.69,32
Messages,4/11/23,0.69,94
Screen on (unlocked),4/11/23,0.69,0
Screen off,4/11/23,0.69,0
Screen off (locked),4/11/23,0.69,196
Opera,4/11/23,0.69,246
Screen on (unlocked),4/11/23,0.69,0
Screen off,4/11/23,0.69,0
Screen off (locked),4/11/23,0.69,115
Messages,4/11/23,0.69,62
Screen on (unlocked),4/11/23,0.68,3
Screen on (locked),4/11/23,0.68,3
Screen off (locked),4/11/23,0.67,1583
Messages,4/11/23,0.66,65
Screen on (unlocked),4/11/23,0.66,0
Screen off,4/11/23,0.66,0
Screen off (locked),4/11/23,0.66,254
Snapchat,4/11/23,0.66,18
Spotify,4/11/23,0.66,1
Screen on (unlocked),4/11/23,0.66,0
Screen off,4/11/23,0.66,0
Screen off (locked),4/11/23,0.66,284
Spotify,4/11/23,0.66,7
YouTube,4/11/23,0.66,159
Messages,4/11/23,0.66,29
YouTube,4/11/23,0.65,918
Snapchat,4/11/23,0.64,65
Messages,4/11/23,0.64,122
Instagram,4/11/23,0.64,318
Snapchat,4/11/23,0.64,72
Messages,4/11/23,0.64,57
Snapchat,4/11/23,0.64,1
Screen on (unlocked),4/11/23,0.64,0
Screen off,4/11/23,0.64,12
Snapchat,4/11/23,0.63,166
Screen on (unlocked),4/11/23,0.63,0
Screen off,4/11/23,0.63,0
Screen off (locked),4/11/23,0.63,1
Permission controller,4/11/23,0.63,1
Gmail,4/11/23,0.63,1
Messages,4/11/23,0.63,78
Messages,4/11/23,0.63,9
Gmail,4/11/23,0.63,109
Snapchat,4/11/23,0.63,91
Messages,4/11/23,0.63,77
Snapchat,4/11/23,0.63,137
Messages,4/11/23,0.63,258
Snapchat,4/11/23,0.62,118
Messages,4/11/23,0.62,182
Messages,4/11/23,0.61,962
Spotify,4/11/23,0.6,816
Screen on (unlocked),4/11/23,0.6,0
Screen off,4/11/23,0.6,0
Screen off (locked),4/11/23,0.6,103
Screen on (unlocked),4/11/23,0.6,0
Screen off,4/11/23,0.6,0
Screen off (locked),4/11/23,0.6,172
Messages,4/11/23,0.6,46
Screen on (unlocked),4/11/23,0.6,0
Screen off,4/11/23,0.6,0
Screen off (locked),4/11/23,0.6,76
Messages,4/11/23,0.6,28
Messages,4/11/23,0.59,156
Screen on (unlocked),4/11/23,0.59,0
Screen off,4/11/23,0.59,0
Screen off (locked),4/11/23,0.59,38
Messages,4/11/23,0.59,25
Snapchat,4/11/23,0.59,15
Messages,4/11/23,0.59,20
Screen on (unlocked),4/11/23,0.59,0
Screen off,4/11/23,0.59,0
Screen off (locked),4/11/23,0.59,112
Messages,4/11/23,0.59,100
Woot,4/11/23,0.59,1
Screen on (unlocked),4/11/23,0.59,0
Screen off,4/11/23,0.59,0
Screen off (locked),4/11/23,0.59,14
Woot,4/11/23,0.59,135
Screen on (unlocked),4/11/23,0.59,0
Screen off,4/11/23,0.59,0
Screen off (locked),4/11/23,0.59,15
Messages,4/11/23,0.58,439
Woot,4/11/23,0.58,454
Messages,4/11/23,0.58,52
Spotify,4/11/23,0.56,1240
Spotify,4/11/23,0.56,2
Snapchat,4/11/23,0.56,1
Snapchat,4/11/23,0.56,23
Spotify,4/11/23,0.56,56
Screen on (unlocked),4/11/23,0.56,3
Screen on (locked),4/11/23,0.56,0
Screen off,4/11/23,0.56,258
Spotify,4/11/23,0.55,937
Messages,4/11/23,0.55,56
Spotify,4/11/23,0.55,16
soundcore,4/11/23,0.55,18
Phone,4/11/23,0.55,1
Screen on (unlocked),4/11/23,0.55,1
Call,4/11/23,0.55,5
Screen on (locked),4/11/23,0.55,0
Screen off (locked),4/11/23,0.54,261
Call,4/11/23,0.54,3
Screen on (locked),4/11/23,0.54,0
Screen off (locked),4/11/23,0.54,3
Call,4/11/23,0.54,3
Phone,4/11/23,0.54,6
Snapchat,4/11/23,0.54,27
Screen on (unlocked),4/11/23,0.54,0
Screen off,4/11/23,0.54,0
Screen off (locked),4/11/23,0.54,160
Screen on (unlocked),4/11/23,0.54,5
Call,4/11/23,0.54,91
Screen on (locked),4/11/23,0.54,1
Messages,4/11/23,0.53,32
Screen on (unlocked),4/11/23,0.53,0
Maps,4/11/23,0.53,105
Screen on (locked),4/11/23,0.53,2
Screen off (locked),4/11/23,0.53,3
Camera,4/11/23,0.53,39
Gallery,4/11/23,0.53,12
Camera,4/11/23,0.53,22
Call,4/11/23,0.51,1295
Screen on (locked),4/11/23,0.51,0
Screen off (locked),4/11/23,0.51,579
Call,4/11/23,0.51,7
Phone,4/11/23,0.51,3
Call,4/11/23,0.5,68
Screen on (unlocked),4/11/23,0.5,0
Screen off,4/11/23,0.5,38
Call,4/11/23,0.5,31
Phone,4/11/23,0.5,1
Phone,4/11/23,0.5,3
Screen on (unlocked),4/11/23,0.5,0
Screen off,4/11/23,0.5,0
Screen off (locked),4/11/23,0.5,67
Screen on (locked),4/11/23,0.5,2
Screen off (locked),4/11/23,0.5,147
Screen on (locked),4/11/23,0.5,6
Screen off (locked),4/11/23,0.5,95
Snapchat,4/11/23,0.5,336
Messages,4/11/23,0.5,40
Calculator,4/11/23,0.5,22
Google,4/11/23,0.5,1
Screen on (unlocked),4/11/23,0.5,0
Screen off,4/11/23,0.5,0
Screen off (locked),4/11/23,0.49,38
Google,4/11/23,0.49,4
Chrome,4/11/23,0.49,95
Google,4/11/23,0.49,11
Messages,4/11/23,0.49,30
Google,4/11/23,0.49,51
Screen on (unlocked),4/11/23,0.49,0
Screen off,4/11/23,0.49,0
Screen off (locked),4/11/23,0.49,51
Messages,4/11/23,0.49,63
Messages,4/11/23,0.49,25
Wells Fargo,4/11/23,0.49,109
Instagram,4/11/23,0.49,25
Messages,4/11/23,0.48,249
Instagram,4/11/23,0.48,90
Messages,4/11/23,0.48,121
Screen on (unlocked),4/11/23,0.48,0
Screen off,4/11/23,0.48,0
Screen off (locked),4/11/23,0.48,1
Messages,4/11/23,0.48,129
Screen on (unlocked),4/11/23,0.48,0
Screen off,4/11/23,0.48,0
Screen off (locked),4/11/23,0.48,158
Messages,4/11/23,0.48,124
Messages,4/11/23,0.48,37
Gmail,4/11/23,0.48,10
Shopper,4/11/23,0.48,70
Messages,4/11/23,0.47,52
AliExpress,4/11/23,0.47,11
Screen on (unlocked),4/11/23,0.47,0
Screen off,4/11/23,0.47,0
Screen off (locked),4/11/23,0.47,108
Messages,4/11/23,0.47,88
Screen on (unlocked),4/11/23,0.47,0
Screen off,4/11/23,0.47,0
Screen off (locked),4/11/23,0.47,361
Messages,4/11/23,0.47,168
Screen on (unlocked),4/11/23,0.47,0
Screen off,4/11/23,0.47,0
Screen off (locked),4/11/23,0.46,777
Messages,4/11/23,0.46,36
Screen on (unlocked),4/11/23,0.46,0
Screen off,4/11/23,0.46,0
Screen off (locked),4/11/23,0.46,56
Messages,4/11/23,0.46,39
Screen on (unlocked),4/11/23,0.46,0
Screen off,4/11/23,0.46,0
Screen off (locked),4/11/23,0.45,99
Messages,4/11/23,0.45,261
Messages,4/11/23,0.45,241
Calendar,4/11/23,0.45,15
Messages,4/11/23,0.45,36
Screen on (unlocked),4/11/23,0.45,0
Screen off,4/11/23,0.45,0
Screen off (locked),4/11/23,0.45,52
Call,4/11/23,0.44,436
Messages,4/11/23,0.44,107
Screen on (unlocked),4/11/23,0.44,0
Screen off,4/11/23,0.44,0
Screen off (locked),4/11/23,0.44,99
Screen on (unlocked),4/11/23,0.44,0
Screen off,4/11/23,0.44,0
Screen off (locked),4/11/23,0.44,53
Phone,4/11/23,0.44,13
Messages,4/11/23,0.44,4
Call,4/11/23,0.44,16
Phone,4/11/23,0.44,2
Messages,4/11/23,0.44,5
Screen on (unlocked),4/11/23,0.44,0
Screen off,4/11/23,0.44,0
Screen off (locked),4/11/23,0.42,1524
Screen on (locked),4/11/23,0.42,2
Screen off (locked),4/11/23,0.41,1049
Samsung Notes,4/11/23,0.41,91
Screen on (locked),4/11/23,0.41,0
Screen off (locked),4/11/23,0.39,1360
Screen on (locked),4/11/23,0.39,3
Screen off (locked),4/11/23,0.39,159
Messages,4/11/23,0.39,11
Screen on (unlocked),4/11/23,0.39,0
Screen off,4/11/23,0.39,0
Screen off (locked),4/11/23,0.39,350
Screen on (locked),4/11/23,0.39,3
Screen off (locked),4/11/23,0.38,99
Screen on (locked),4/11/23,0.38,12
Screen off (locked),4/11/23,0.38,57
Screen on (locked),4/11/23,0.38,12
Screen off (locked),4/11/23,0.38,66
Screen on (unlocked),4/11/23,0.38,0
Screen off,4/11/23,0.38,0
Screen off (locked),4/11/23,0.38,36
Screen on (locked),4/11/23,0.38,7
Maps,4/11/23,0.36,1608
Android Auto,4/11/23,0.36,46
System UI,4/11/23,0.36,3
Android Auto,4/11/23,0.36,1
Maps,4/11/23,0.36,39
Screen on (unlocked),4/11/23,0.36,4
Screen off,4/11/23,0.36,1
Screen off (locked),4/11/23,0.36,320
Screen on (locked),4/11/23,0.36,7
Screen off (locked),4/11/23,0.36,1
Screen on (locked),4/11/23,0.36,6
Screen off (locked),4/11/23,0.36,2
Screen on (locked),4/11/23,0.36,5
Screen off (locked),4/11/23,0.35,505
Messages,4/11/23,0.35,37
YouTube,4/11/23,0.35,95
Maps,4/11/23,0.35,50
Gmail,4/11/23,0.35,1
Gmail,4/11/23,0.35,8
Screen on (unlocked),4/11/23,0.35,0
Screen off,4/11/23,0.35,0
Screen off (locked),4/11/23,0.35,118
Messages,4/11/23,0.35,10
Gmail,4/11/23,0.35,193
Capital One,4/11/23,0.35,1
Gmail,4/11/23,0.35,18
Screen on (unlocked),4/11/23,0.35,0
Screen off,4/11/23,0.35,0
Screen off (locked),4/11/23,0.35,85
Screen on (locked),4/11/23,0.35,12
Screen off (locked),4/11/23,0.35,4
Screen on (locked),4/11/23,0.35,2
Screen off (locked),4/11/23,0.34,19
Screen on (locked),4/11/23,0.34,10
Screen off (locked),4/11/23,0.32,2150
Screen on (locked),4/11/23,0.32,6
Screen off (locked),4/11/23,0.31,482
Screen on (locked),4/11/23,0.31,13
Screen off (locked),4/11/23,0.3,1323
Clock,4/11/23,0.3,14
Screen on (locked),4/11/23,0.3,0
Screen off (locked),4/11/23,0.3,70
Clock,4/11/23,0.3,50
Screen on (locked),4/11/23,0.3,0
Screen off (locked),4/11/23,0.29,755
Clock,4/11/23,0.29,25
Screen on (locked),4/11/23,0.29,0
Screen off (locked),4/11/23,0.28,459
Clock,4/11/23,0.28,20
Screen on (locked),4/11/23,0.28,0
Screen off (locked),4/11/23,0.28,92
Clock,4/11/23,0.28,20
Screen on (locked),4/11/23,0.28,0
Screen off (locked),4/11/23,0.28,285
Clock,4/11/23,0.28,16
Screen on (locked),4/11/23,0.28,0
Screen off (locked),4/11/23,0.27,269
Clock,4/11/23,0.27,31
Screen on (locked),4/11/23,0.27,0
Screen off (locked),4/11/23,0.27,277
Clock,4/11/23,0.27,23
Screen on (locked),4/11/23,0.27,0
Screen off (locked),4/11/23,0.25,1772
YouTube,4/11/23,0.25,7
Clock,4/11/23,0.25,19
Screen on (locked),4/11/23,0.25,0
Screen off,4/11/23,0.09,13756
YouTube,4/11/23,0.07,2144
Instagram,4/11/23,0.07,44
Screen on (unlocked),4/11/23,0.07,0
Screen off,4/11/23,0.07,1
Screen off (locked),4/11/23,0.06,53
Screen on (locked),4/11/23,0.06,7
Screen off (locked),4/11/23,0.05,1559
Screen on (locked),4/11/23,0.05,15
Screen off (locked),4/11/23,0.05,42
Screen on (locked),4/11/23,0.05,11
Screen off (locked),4/11/23,0.04,156
Instagram,4/11/23,0.04,195
Screen on (unlocked),4/11/23,0.04,0
Screen off,4/11/23,0.04,0
Screen off (locked),4/11/23,0.04,351
Screen on (locked),4/11/23,0.04,6
Screen off (locked),4/11/23,0.03,533
Screen on (unlocked),4/11/23,0.03,0
Screen off,4/11/23,0.03,0
Screen off (locked),4/11/23,0.02,1224
Crunchyroll,4/11/23,0.02,4
Screen on (unlocked),4/11/23,0.02,0
Screen off,4/11/23,0.02,0
Screen off (locked),4/11/23,0,1276
Screen on (unlocked),4/11/23,0,0
Screen off,4/11/23,0,0
Screen off (locked),4/11/23,0,137
Clock,4/11/23,0,16
Screen on (locked),4/11/23,0,0
Screen off (locked),4/10/23,1,206
Screen on (unlocked),4/10/23,1,0
Screen off,4/10/23,1,0
Screen off (locked),4/10/23,1,161
Screen on (locked),4/10/23,1,6
Screen off (locked),4/10/23,0.99,764
Screen on (locked),4/10/23,0.99,10
Screen off (locked),4/10/23,0.99,8
Screen on (locked),4/10/23,0.99,6
Screen off (locked),4/10/23,0.98,589
Call,4/10/23,0.98,158
Messages,4/10/23,0.98,20
Phone,4/10/23,0.98,2
Messages,4/10/23,0.98,4
Screen on (unlocked),4/10/23,0.98,0
Screen off,4/10/23,0.98,0
Screen off (locked),4/10/23,0.97,1023
Gmail,4/10/23,0.96,1
Gmail,4/10/23,0.96,13
Crunchyroll,4/10/23,0.96,43
Screen on (unlocked),4/10/23,0.96,0
Screen off,4/10/23,0.96,0
Screen off (locked),4/10/23,0.95,811
Screen on (unlocked),4/10/23,0.95,0
Screen off,4/10/23,0.95,0
Screen off (locked),4/10/23,0.95,439
Crunchyroll,4/10/23,0.95,73
Screen on (unlocked),4/10/23,0.95,0
Screen off,4/10/23,0.95,0
Screen off (locked),4/10/23,0.94,257
Screen on (unlocked),4/10/23,0.94,0
Screen on (locked),4/10/23,0.94,5
Screen off (locked),4/10/23,0.93,838
Screen on (unlocked),4/10/23,0.93,0
Screen on (locked),4/10/23,0.93,3
Screen off (locked),4/10/23,0.93,482
Ampere,4/10/23,0.93,74
Messages,4/10/23,0.93,67
My Files,4/10/23,0.93,3
Drive,4/10/23,0.93,27
My Files,4/10/23,0.93,2
Chrome,4/10/23,0.93,3
Messages,4/10/23,0.93,4
Screen on (unlocked),4/10/23,0.93,0
Screen off,4/10/23,0.93,0
Screen off (locked),4/10/23,0.93,12
Screen on (unlocked),4/10/23,0.93,0
Screen off,4/10/23,0.93,0
Screen off (locked),4/10/23,0.92,290
Google,4/10/23,0.92,22
Screen on (locked),4/10/23,0.92,0
Screen off (locked),4/10/23,0.92,143
Google Play Store,4/10/23,0.92,45
Finder,4/10/23,0.92,1
YouTube,4/10/23,0.92,78
YouTube,4/10/23,0.92,1
YouTube,4/10/23,0.92,49
YouTube,4/10/23,0.91,459
Snapchat,4/10/23,0.91,147
Instagram,4/10/23,0.91,4
Screen on (unlocked),4/10/23,0.91,0
Screen off,4/10/23,0.91,0
Screen off (locked),4/10/23,0.9,1257
Instagram,4/10/23,0.9,34
Screen on (unlocked),4/10/23,0.9,0
Screen off,4/10/23,0.9,0
Screen off (locked),4/10/23,0.9,107
Instagram,4/10/23,0.89,743
Messages,4/10/23,0.89,6
My Files,4/10/23,0.89,4
Drive,4/10/23,0.89,26
My Files,4/10/23,0.89,2
Messages,4/10/23,0.89,51
Chrome,4/10/23,0.89,1
Drive,4/10/23,0.89,17
Chrome,4/10/23,0.89,5
Messages,4/10/23,0.89,2
Screen on (unlocked),4/10/23,0.88,0
Screen off,4/10/23,0.88,1
Screen off (locked),4/10/23,0.88,851
Clock,4/10/23,0.88,8
Screen on (locked),4/10/23,0.88,0
Screen off (locked),4/10/23,0.86,1155
Instagram,4/10/23,0.86,213
Screen on (unlocked),4/10/23,0.86,0
Screen off,4/10/23,0.86,1
Screen off (locked),4/10/23,0.85,1207
Screen on (locked),4/10/23,0.85,6
Screen off (locked),4/10/23,0.83,1609
Instagram,4/10/23,0.83,71
Screen on (unlocked),4/10/23,0.83,0
Screen off,4/10/23,0.83,0
Screen off (locked),4/10/23,0.82,331
Instagram,4/10/23,0.82,292
Screen on (unlocked),4/10/23,0.82,0
Screen off,4/10/23,0.82,0
Screen off (locked),4/10/23,0.82,191
Instagram,4/10/23,0.81,519
Snapchat,4/10/23,0.81,83
Screen on (unlocked),4/10/23,0.81,0
Call,4/10/23,0.81,185
Screen on (locked),4/10/23,0.81,0
Screen off (locked),4/10/23,0.81,51
Screen on (unlocked),4/10/23,0.81,0
Screen off,4/10/23,0.81,0
Screen off (locked),4/10/23,0.8,166
Screen on (unlocked),4/10/23,0.8,0
Screen off,4/10/23,0.8,0
Screen off (locked),4/10/23,0.8,121
Instagram,4/10/23,0.79,1166
